duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
16.0,41889.81,5,Coche,Zona D
12.0,101662.64,1,Furgoneta,Zona A
13.0,130847.86,2,Camion,Zona D
15.0,73699.64,1,Camion,Zona A
16.0,29571.94,0,Moto,Zona C
23.0,35297.22,1,Moto,Zona D
26.0,47901.55,0,Coche,Zona C
21.0,117586.23,0,Camion,Zona C
1.0,25808.2,1,Moto,Zona A
16.0,50770.54,0,Furgoneta,Zona D
15.0,26060.65,1,Moto,Zona D
6.0,3662.75,1,Monopatin,Zona C
12.0,4990.21,3,Monopatin,Zona C
8.0,26244.19,0,Moto,Zona A
7.0,139108.43,2,Camion,Zona B
2.0,140432.07,4,Camion,Zona B
12.0,5773.54,1,Bicicleta,Zona C
21.0,5281.42,2,Monopatin,Zona B
14.0,102946.19,0,Furgoneta,Zona B
16.0,78478.2,4,Camion,Zona B
11.0,76176.55,1,Coche,Zona B
20.0,3541.37,0,Monopatin,Zona C
9.0,119058.63,0,Furgoneta,Zona B
10.0,57083.89,1,Furgoneta,Zona B
17.0,117976.07,0,Camion,Zona A
12.0,75370.28,2,Furgoneta,Zona C
6.0,70795.04,0,Camion,Zona D
19.0,30236.45,1,Moto,Zona D
11.0,6124.3,1,Monopatin,Zona A
9.0,9487.38,2,Bicicleta,Zona A
21.0,23136.41,1,Moto,Zona C
29.0,3947.37,2,Monopatin,Zona D
6.0,159569.63,3,Camion,Zona B
15.0,5320.17,1,Monopatin,Zona A
25.0,92773.68,2,Camion,Zona D
25.0,26609.03,0,Moto,Zona C
24.0,24879.46,2,Coche,Zona B
25.0,51616.8,0,Coche,Zona C
16.0,5983.66,3,Monopatin,Zona A
20.0,47308.87,0,Coche,Zona D
16.0,145592.65,0,Camion,Zona D
6.0,99517.29,0,Furgoneta,Zona D
5.0,129911.36,0,Camion,Zona D
21.0,122433.68,0,Furgoneta,Zona B
4.0,35154.67,1,Moto,Zona B
2.0,9505.6,3,Bicicleta,Zona C
28.0,88523.07,0,Furgoneta,Zona B
6.0,46154.44,0,Coche,Zona A
9.0,96702.14,1,Camion,Zona A
28.0,30981.14,0,Moto,Zona D
17.0,47012.7,3,Coche,Zona A
14.0,17394.32,0,Moto,Zona C
15.0,6074.82,1,Bicicleta,Zona B
22.0,95873.16,0,Camion,Zona B
19.0,7630.33,0,Monopatin,Zona B
1.0,150521.8,2,Camion,Zona A
29.0,8082.26,0,Bicicleta,Zona B
20.0,134902.21,5,Camion,Zona D
25.0,5795.04,1,Monopatin,Zona D
15.0,59153.81,2,Furgoneta,Zona D
18.0,16243.25,4,Moto,Zona A
3.0,6577.31,0,Monopatin,Zona B
18.0,29754.16,2,Coche,Zona A
10.0,62678.52,1,Coche,Zona C
11.0,53314.85,1,Coche,Zona C
27.0,46204.22,0,Coche,Zona A
24.0,9281.56,0,Bicicleta,Zona D
3.0,24532.07,1,Furgoneta,Zona A
7.0,66810.05,3,Coche,Zona D
8.0,61030.76,3,Coche,Zona B
19.0,104277.09,1,Furgoneta,Zona D
18.0,152269.95,0,Camion,Zona D
13.0,54706.97,3,Coche,Zona B
13.0,20189.88,3,Moto,Zona C
24.0,90522.36,0,Furgoneta,Zona B
19.0,54343.05,0,Coche,Zona A
23.0,10103.75,3,Bicicleta,Zona A
12.0,5932.47,3,Monopatin,Zona A
17.0,25706.73,0,Moto,Zona A
28.0,5649.69,4,Monopatin,Zona A
22.0,5782.6,1,Monopatin,Zona C
12.0,66324.95,5,Coche,Zona C
28.0,38019.11,0,Moto,Zona D
13.0,29478.12,1,Moto,Zona A
25.0,138949.43,0,Camion,Zona B
12.0,4665.51,3,Monopatin,Zona A
15.0,22425.11,0,Moto,Zona C
14.0,93870.39,2,Camion,Zona A
7.0,3205.75,0,Furgoneta,Zona C
13.0,89788.35,2,Camion,Zona D
6.0,7585.45,0,Bicicleta,Zona D
24.0,45406.09,0,Coche,Zona D
19.0,90958.5,0,Furgoneta,Zona C
19.0,60703.48,0,Furgoneta,Zona A
4.0,6175.99,2,Bicicleta,Zona A
19.0,43906.64,0,Camion,Zona B
9.0,57071.44,0,Coche,Zona C
16.0,88037.92,0,Camion,Zona B
27.0,19629.95,1,Moto,Zona D
4.0,140330.9,0,Camion,Zona A
6.0,58814.48,0,Furgoneta,Zona C
8.0,55705.06,1,Coche,Zona B
27.0,76561.5,1,Camion,Zona B
29.0,49683.14,1,Coche,Zona B
24.0,40855.22,0,Coche,Zona A
16.0,23002.79,0,Moto,Zona A
5.0,36337.6,2,Moto,Zona A
21.0,40657.09,3,Furgoneta,Zona C
22.0,11413.79,1,Coche,Zona A
10.0,36218.37,0,Coche,Zona C
23.0,10085.8,1,Bicicleta,Zona B
13.0,105615.61,3,Furgoneta,Zona B
29.0,56456.93,1,Coche,Zona D
26.0,31723.35,2,Coche,Zona A
14.0,5408.64,0,Monopatin,Zona B
7.0,14142.95,1,Bicicleta,Zona A
29.0,120404.49,1,Camion,Zona C
20.0,24243.87,1,Moto,Zona B
15.0,112905.96,1,Camion,Zona A
7.0,9237.35,1,Bicicleta,Zona B
5.0,24346.14,2,Moto,Zona B
21.0,130245.26,3,Camion,Zona A
18.0,4561.51,0,Monopatin,Zona B
23.0,17228.16,1,Moto,Zona B
12.0,84831.04,3,Coche,Zona B
6.0,116520.55,0,Camion,Zona B
27.0,48987.99,0,Moto,Zona C
1.0,5637.37,0,Monopatin,Zona B
4.0,29499.87,0,Moto,Zona D
19.0,22680.37,3,Moto,Zona B
12.0,4110.56,0,Monopatin,Zona A
15.0,109679.88,1,Coche,Zona D
3.0,60024.5,0,Furgoneta,Zona C
23.0,86711.49,0,Camion,Zona D
15.0,12283.04,3,Bicicleta,Zona D
28.0,6199.63,1,Monopatin,Zona D
26.0,173934.66,0,Camion,Zona A
20.0,33436.75,5,Moto,Zona A
28.0,4097.94,0,Monopatin,Zona A
8.0,26904.71,0,Coche,Zona C
16.0,5137.75,0,Monopatin,Zona A
9.0,161196.35,1,Camion,Zona D
3.0,4918.09,1,Monopatin,Zona A
5.0,47247.74,0,Moto,Zona B
20.0,43509.56,1,Coche,Zona A
14.0,49002.16,0,Coche,Zona C
28.0,6563.38,1,Bicicleta,Zona C
26.0,5609.42,0,Monopatin,Zona B
15.0,115479.36,3,Camion,Zona C
6.0,46270.09,3,Coche,Zona C
15.0,40718.12,0,Coche,Zona D
26.0,83541.02,3,Furgoneta,Zona B
4.0,100068.15,1,Furgoneta,Zona D
8.0,35374.0,1,Coche,Zona D
15.0,4927.14,2,Monopatin,Zona A
27.0,9183.52,0,Bicicleta,Zona B
5.0,60243.37,0,Coche,Zona A
13.0,38972.71,0,Moto,Zona A
16.0,140832.42,0,Camion,Zona D
1.0,7039.95,0,Bicicleta,Zona C
13.0,20739.99,1,Moto,Zona B
22.0,6607.38,0,Bicicleta,Zona C
15.0,20230.17,1,Moto,Zona D
21.0,127766.5,0,Camion,Zona D
15.0,135139.81,0,Camion,Zona D
25.0,99789.08,0,Furgoneta,Zona D
8.0,5997.49,1,Monopatin,Zona D
24.0,34345.8,3,Moto,Zona D
28.0,63945.9,0,Furgoneta,Zona C
15.0,37273.63,2,Moto,Zona A
3.0,132525.56,4,Camion,Zona B
4.0,7532.58,1,Bicicleta,Zona C
27.0,79426.5,0,Furgoneta,Zona D
20.0,30042.17,0,Moto,Zona C
15.0,14211.85,0,Moto,Zona A
15.0,3753.91,1,Monopatin,Zona B
27.0,146972.16,0,Camion,Zona C
15.0,24983.86,1,Moto,Zona A
13.0,46150.73,0,Coche,Zona C
9.0,5309.74,0,Bicicleta,Zona B
28.0,74009.34,4,Furgoneta,Zona C
25.0,6021.42,5,Monopatin,Zona D
15.0,169106.28,0,Camion,Zona A
12.0,6615.33,4,Coche,Zona C
14.0,71598.73,0,Furgoneta,Zona B
1.0,65735.63,1,Furgoneta,Zona B
15.0,8532.82,0,Coche,Zona C
14.0,81233.0,1,Camion,Zona B
8.0,3292.5,2,Monopatin,Zona B
16.0,2853.55,2,Monopatin,Zona C
14.0,24730.18,1,Moto,Zona A
1.0,54681.21,3,Coche,Zona B
16.0,77219.83,1,Coche,Zona B
15.0,5099.74,1,Monopatin,Zona C
7.0,1949.67,0,Monopatin,Zona C
15.0,6205.41,0,Bicicleta,Zona C
24.0,9465.35,2,Bicicleta,Zona B
17.0,7804.61,2,Bicicleta,Zona C
19.0,62852.42,0,Coche,Zona D
23.0,21146.88,0,Moto,Zona C
13.0,107648.9,0,Furgoneta,Zona A
9.0,8590.47,3,Bicicleta,Zona B
24.0,27036.08,0,Moto,Zona A
24.0,125398.38,0,Camion,Zona A
15.0,6163.63,0,Bicicleta,Zona B
25.0,78627.43,0,Furgoneta,Zona C
26.0,130575.39,1,Camion,Zona B
3.0,69576.43,4,Camion,Zona A
24.0,81910.26,0,Furgoneta,Zona C
1.0,10915.71,0,Bicicleta,Zona C
16.0,56507.27,3,Coche,Zona D
8.0,112814.96,2,Furgoneta,Zona D
29.0,89785.46,0,Furgoneta,Zona D
23.0,58456.86,0,Furgoneta,Zona B
13.0,148467.35,5,Camion,Zona A
8.0,16442.3,1,Moto,Zona D
17.0,46873.44,3,Coche,Zona D
22.0,7337.61,0,Bicicleta,Zona D
14.0,42842.25,1,Moto,Zona A
27.0,78256.51,3,Furgoneta,Zona D
21.0,77150.93,5,Coche,Zona D
15.0,8824.62,0,Bicicleta,Zona C
7.0,3768.62,1,Monopatin,Zona D
27.0,7016.99,0,Bicicleta,Zona B
15.0,79076.45,2,Furgoneta,Zona B
16.0,4487.29,2,Monopatin,Zona D
19.0,22945.36,3,Moto,Zona A
6.0,58606.16,0,Coche,Zona C
23.0,27740.28,0,Moto,Zona A
1.0,30174.95,0,Moto,Zona D
15.0,72900.27,0,Coche,Zona B
18.0,42927.71,0,Coche,Zona C
16.0,10673.34,4,Bicicleta,Zona A
12.0,11344.64,0,Bicicleta,Zona A
20.0,69408.51,1,Coche,Zona D
13.0,2360.1,3,Monopatin,Zona C
8.0,184716.72,3,Camion,Zona B
27.0,6472.64,1,Bicicleta,Zona D
29.0,53735.8,0,Camion,Zona C
15.0,7659.67,0,Monopatin,Zona A
22.0,57701.07,0,Coche,Zona D
1.0,5832.06,2,Monopatin,Zona A
26.0,7203.03,1,Bicicleta,Zona A
21.0,26365.73,1,Moto,Zona D
7.0,47910.25,3,Coche,Zona D
15.0,65019.13,2,Furgoneta,Zona D
29.0,120827.67,5,Camion,Zona D
15.0,5169.71,3,Monopatin,Zona D
13.0,30175.49,0,Coche,Zona A
13.0,5083.45,0,Monopatin,Zona B
28.0,23187.13,0,Coche,Zona B
9.0,12608.84,1,Bicicleta,Zona D
24.0,7753.8,1,Bicicleta,Zona A
15.0,5428.41,0,Bicicleta,Zona B
4.0,5769.83,2,Monopatin,Zona B
13.0,62079.21,0,Furgoneta,Zona B
27.0,7929.78,3,Bicicleta,Zona A
12.0,56832.52,0,Coche,Zona D
5.0,5559.94,0,Bicicleta,Zona D
7.0,39622.82,0,Moto,Zona D
8.0,12907.79,0,Bicicleta,Zona C
5.0,4211.82,0,Monopatin,Zona C
9.0,53040.17,1,Furgoneta,Zona C
15.0,21024.94,0,Moto,Zona A
26.0,4285.17,2,Monopatin,Zona B
12.0,6665.53,0,Monopatin,Zona B
4.0,4230.93,0,Monopatin,Zona A
20.0,32575.08,2,Coche,Zona A
29.0,5152.36,0,Monopatin,Zona D
8.0,27637.2,1,Coche,Zona D
17.0,6601.99,0,Monopatin,Zona C
8.0,141599.74,0,Camion,Zona C
21.0,20500.83,0,Moto,Zona A
29.0,102334.04,1,Camion,Zona C
27.0,5373.1,0,Monopatin,Zona B
1.0,16727.15,1,Moto,Zona A
20.0,19090.78,3,Moto,Zona A
2.0,74590.09,0,Furgoneta,Zona B
4.0,72523.83,3,Camion,Zona D
15.0,69095.87,0,Furgoneta,Zona D
21.0,16952.06,2,Moto,Zona B
1.0,71392.99,2,Coche,Zona B
7.0,21974.23,0,Moto,Zona C
1.0,57276.22,4,Furgoneta,Zona A
9.0,144280.19,0,Camion,Zona C
3.0,4057.27,0,Monopatin,Zona B
12.0,3346.27,1,Monopatin,Zona C
19.0,151951.08,5,Camion,Zona B
15.0,4515.29,3,Monopatin,Zona C
22.0,6261.53,0,Monopatin,Zona C
16.0,79638.71,1,Furgoneta,Zona D
10.0,124651.16,0,Camion,Zona B
22.0,9351.63,0,Bicicleta,Zona C
29.0,40477.59,1,Coche,Zona A
27.0,37846.78,0,Coche,Zona C
27.0,6802.76,0,Monopatin,Zona C
6.0,58683.79,3,Coche,Zona A
29.0,117570.07,1,Camion,Zona B
17.0,148645.23,2,Camion,Zona D
15.0,29051.2,0,Moto,Zona D
28.0,32074.77,4,Moto,Zona D
22.0,32857.48,0,Coche,Zona A
24.0,7845.97,1,Bicicleta,Zona C
29.0,33473.52,2,Moto,Zona B
17.0,37579.2,2,Moto,Zona C
21.0,100706.22,0,Camion,Zona D
19.0,8382.0,0,Bicicleta,Zona C
18.0,5029.0,1,Monopatin,Zona A
11.0,31337.28,0,Coche,Zona A
24.0,22843.3,1,Moto,Zona B
7.0,4211.14,0,Coche,Zona B
10.0,7598.43,0,Bicicleta,Zona D
7.0,34429.72,0,Coche,Zona B
5.0,8407.8,0,Bicicleta,Zona C
12.0,7256.25,2,Bicicleta,Zona A
16.0,7218.04,0,Bicicleta,Zona A
29.0,36650.66,1,Moto,Zona A
15.0,51062.14,0,Coche,Zona B
21.0,12507.73,0,Bicicleta,Zona A
18.0,9071.29,0,Bicicleta,Zona A
3.0,31116.65,0,Moto,Zona A
20.0,36957.16,2,Coche,Zona D
15.0,95027.57,5,Camion,Zona D
5.0,25129.48,3,Moto,Zona B
13.0,68196.13,1,Coche,Zona A
15.0,8053.719999999999,1,Bicicleta,Zona B
12.0,28528.22,4,Coche,Zona A
23.0,55969.86,1,Coche,Zona A
21.0,5095.97,1,Monopatin,Zona A
5.0,41734.85,1,Coche,Zona B
6.0,106569.7,1,Camion,Zona B
7.0,36933.89,1,Coche,Zona A
26.0,153260.64,1,Camion,Zona C
10.0,8055.98,1,Bicicleta,Zona B
16.0,128657.19,2,Camion,Zona D
8.0,6568.58,0,Bicicleta,Zona B
9.0,11206.95,1,Bicicleta,Zona A
27.0,127948.68,0,Camion,Zona C
4.0,8941.48,3,Moto,Zona A
21.0,91039.56,0,Furgoneta,Zona D
21.0,46035.19,0,Coche,Zona B
8.0,4754.08,2,Monopatin,Zona B
25.0,103848.58,1,Furgoneta,Zona A
7.0,51328.57,0,Coche,Zona A
15.0,75685.13,0,Coche,Zona D
21.0,8253.42,4,Bicicleta,Zona C
3.0,43000.74,0,Coche,Zona D
17.0,2280.07,0,Monopatin,Zona C
11.0,39231.95,1,Coche,Zona B
15.0,108399.18,1,Camion,Zona C
5.0,115190.92,1,Furgoneta,Zona C
25.0,103420.04,1,Camion,Zona B
10.0,7463.02,2,Monopatin,Zona B
15.0,32775.35,3,Coche,Zona B
28.0,3841.3,2,Monopatin,Zona D
15.0,10704.74,0,Bicicleta,Zona B
14.0,98575.61,0,Camion,Zona A
4.0,159572.23,1,Camion,Zona B
21.0,18802.74,1,Moto,Zona B
20.0,39108.65,0,Coche,Zona B
2.0,9540.44,1,Bicicleta,Zona C
12.0,90757.15,3,Camion,Zona D
1.0,110121.44,0,Camion,Zona B
24.0,8947.47,1,Bicicleta,Zona D
20.0,4621.09,1,Monopatin,Zona A
5.0,4156.13,0,Monopatin,Zona A
6.0,31891.58,1,Coche,Zona B
24.0,35869.96,0,Moto,Zona A
11.0,178900.04,1,Camion,Zona D
8.0,27470.02,2,Moto,Zona C
7.0,4651.82,2,Monopatin,Zona B
4.0,4734.24,0,Monopatin,Zona A
